"_","Id","Name","AccountId__c","ccrz__BillTo__c","Billing_Address__c","Billing_City_State_Zip__c","Bulk_Product_Count__c","Billing_Company_Name__c","ccrz__BuyerCompanyName__c","ccrz__ShipMethod__c","Average_Gross_Profit_Margin__c","Average_Per_Unit_Profit_Margin__c","Average_Net_Profit_Margin__c","ccrz__OrderNumber__c","Total_Cost__c","ccrz__TotalDiscount__c","Total_Weight__c"
"[ccrz__E_Order__c]","a0n5d00000Ueh0SAAR","O-0000011457","0013h00000t5b0Z","a0P5d000018YAOBEA4","Appalachian Aggregates, LLC<br>PO Box 554<br>Dunbar, WV 25064<br>United States","Dunbar, WV 25064","0","Appalachian Aggregates, LLC","","Buyback","","","","1011457","802.42","","896.82"
"[ccrz__E_Order__c]","a0n5d00000Ueh14AAB","O-0000011458","0013h00000t5b9B","a0P5d000018YAOpEAO","Central Supply Company<br>4923 Benedum Drive<br>Bridgeport, WV 26330<br>United States","Bridgeport, WV 26330","1","Central Supply Company","","Buyback","","","","1011458","612.7","","803"
"[ccrz__E_Order__c]","a0n5d00000Ueh1cAAB","O-0000011459","0013h00000vLrmG","a0P5d000018YAPJEA4","Pike Industries, Inc<br>PO Box 790<br>Thornville, OH 43076<br>United States","Thornville, OH 43076","0","Pike Industries, Inc","","Buyback","","","","1011459","420.52","","455.72"
"[ccrz__E_Order__c]","a0n5d00000Ueh2BAAR","O-0000011460","0013h00000vLrpk","a0P5d000018YAQ2EAO","Preferred Materials Inc<br>4636 Scarborough Drive<br>Lutz, FL 33559<br>United States","Lutz, FL 33559","0","Preferred Materials Inc","","Buyback","","","","1011460","1144","","2109.6"
"[ccrz__E_Order__c]","a0n5d00000Ueh2eAAB","O-0000011461","0013h00000vLrpk","a0P5d000018Y9GREA0","Preferred Materials Inc<br>4636 Scarborough Drive<br>Lutz, FL 33559<br>United States","Lutz, FL 33559","3","Preferred Materials Inc","","Buyback","","","","1011461","3383.57","","2935.17"
"[ccrz__E_Order__c]","a0n5d00000UehCsAAJ","O-0000011462","0013h00000zufgW","a0P5d000018YAdDEAW","International Chemical Co.<br>2628 North Mascher Street<br>Philadelphia, PA 19133<br>United States","Philadelphia, PA 19133","1","International Chemical Co.","","ALS Tanker","","","","1011462","41165.02","","46302.62"
"[ccrz__E_Order__c]","a0n5d00000UehEkAAJ","O-0000011463","0013h00000zugGd","a0P5d000018YAfsEAG","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","2","Petrochoice","","ALS Tanker","","","","1011463","31725.48","","34704.46"
"[ccrz__E_Order__c]","a0n5d00000UehFOAAZ","O-0000011464","0013h00000zugGd","a0P5d000018YAgqEAG","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","ALS Tanker","","","","1011464","52151.33","","46697.27"
"[ccrz__E_Order__c]","a0n5d00000UehGKAAZ","O-0000011465","0013h000012Wvxh","a0P5d000018YAhoEAG","Thomas Petroleum Corporation<br>19501 S Santa Fe Avenue<br>Rancho Dominguez, CA 90221<br>United States","Rancho Dominguez, CA 90221","1","Thomas Petroleum Corporation","","ALS Tanker","","","","1011465","55139.38","","47032.54"
"[ccrz__E_Order__c]","a0n5d00000UehGsAAJ","O-0000011466","0013h00000zvD8C","a0P5d000018YAiIEAW","Transit Petroleum Inc<br>P. O. Box 1720<br>Kitcher, ON N2G 4R3<br>Canada","Kitcher, ON N2G 4R3","4","Transit Petroleum Inc","","ALS Tanker","","","","1011466","42961.12","","47544.5"
"[ccrz__E_Order__c]","a0n5d00000UehLZAAZ","O-0000011467","0013h00000zsrOV","a0P5d000018YAmAEAW","A to Z Automotive<br>1618 Manning Boulevard<br>Levittown, PA 19057<br>United States","Levittown, PA 19057","3","A to Z Automotive","","ALS Tanker","","","","1011467","51226.2","","46048.68"
"[ccrz__E_Order__c]","a0n5d00000UehNrAAJ","O-0000011468","0013h00000zugnW","a0P5d000018YAncEAG","Tilcon Connecticut, Inc<br>P. O. Box 839<br>Thornville, OH 43076<br>United States","Thornville, OH 43076","2","Tilcon Connecticut, Inc","","Buyback","","","","1011468","6883.35","","7034.77"
"[ccrz__E_Order__c]","a0n5d00000UehPUAAZ","O-0000011469","0013h00000zvDlQ","a0P5d000018YAp4EAG","West Virginia Paving<br>P. O. Box 544<br>Dunbar, WV 25064<br>United States","Dunbar, WV 25064","0","West Virginia Paving","","Buyback","","","","1011469","0","","523"
"[ccrz__E_Order__c]","a0n5d00000UehPuAAJ","O-0000011470","0013h00000t5bAd","a0P5d000018YApiEAG","Harrison Construction Co.<br>PO Box 6939<br>Asheville, NC 28816<br>United States","Asheville, NC 28816","1","Harrison Construction Co.","","Buyback","","","","1011470","2424.51","","2039.49"
"[ccrz__E_Order__c]","a0n5d00000UehQlAAJ","O-0000011471","0013h00000zugVU","a0P5d000018YAqMEAW","PPC Lubricants<br>305 Micro Drive<br>Jonestown, PA 17038<br>United States","Jonestown, PA 17038","0","PPC Lubricants","","Customer Pickup","","","","1011471","3682.56","","1687.56"
"[ccrz__E_Order__c]","a0n5d00000UehR6AAJ","O-0000011472","0013h00000zugVU","a0P5d000018YAr5EAG","PPC Lubricants<br>305 Micro Drive<br>Jonestown, PA 17038<br>United States","Jonestown, PA 17038","0","PPC Lubricants","","Customer Pickup","","","","1011472","6928.74","","5667.48"
"[ccrz__E_Order__c]","a0n5d00000UehUAAAZ","O-0000011474","0013h00000JQpx8","a0P5d000018YAtpEAG","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Buyback","","","","1011474","455.95","","447.91"
"[ccrz__E_Order__c]","a0n5d00000UizPwAAJ","O-0000006832","0013h00000JQpyP","a0P5d000015jqMZEAY","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Our Truck","","","","1006832","426.4","","869.71"
"[ccrz__E_Order__c]","a0n5d00000UizR8AAJ","O-0000006833","0015d00003O6cvo","a0P5d000015jqNDEAY","AutoZone<br>123 South Front St<br>Memphis, TN 38103<br>United States","Memphis, TN 38103","0","AutoZone","","Our Truck","","","","1006833","267.85","","444.28"
"[ccrz__E_Order__c]","a0n5d00000UizRbAAJ","O-0000006834","0013h000012WjMp","a0P5d000015jqNSEAY","Moroil Technologies<br>P. O. Box 127<br>Davidson, NC 28036<br>United States","Davidson, NC 28036","3","Moroil Technologies","","FOB Orgin Collect","","","","1006834","0","","46851.64"
"[ccrz__E_Order__c]","a0n5d00000UizSCAAZ","O-0000006835","0013h00000ztDAu","a0P5d000015jqNwEAI","Corrigan Oil<br>775 N 2nd Street<br>Brighton, MI 48116<br>United States","Brighton, MI 48116","4","Corrigan Oil","","FOB Orgin (Customer Truck)","","","","1006835","27560.43","","46713.4"
"[ccrz__E_Order__c]","a0n5d00000UizV7AAJ","O-0000006836","0013h000012WjL8","a0P5d000015jqOfEAI","Monroe Fluid Technology (PA)<br>36 Draffin Road<br>Hilton, NY 14468<br>United States","Hilton, NY 14468","1","Monroe Fluid Technology (PA)","","FOB Destination Pre-Pay & Add","","","","1006836","0","","49635.6"
"[ccrz__E_Order__c]","a0n5d00000UizdbAAB","O-0000006837","0013h00000zugVU","a0P5d000015jqQbEAI","PPC Lubricants<br>305 Micro Drive<br>Jonestown, PA 17038<br>United States","Jonestown, PA 17038","0","PPC Lubricants","","Our Truck","","","","1006837","1092.3","","3943.17"
"[ccrz__E_Order__c]","a0n5d00000UizeSAAR","O-0000006838","0013h00000ztDeQ","a0P5d000015jqQvEAI","David Webber Oil Company<br>601 Industrial Road<br>Carlstadt, NJ 07072<br>United States","Carlstadt, NJ 07072","3","David Webber Oil Company","","FOB Orgin (Customer Truck)","","","","1006838","20738.28","","39792.78"
"[ccrz__E_Order__c]","a0n5d00000UizfIAAR","O-0000006839","0013h00000ztMKZ","a0P5d000015jqRFEAY","Grade A Petroleum<br>90 East Hawthorne Avenue<br>Valley Stream, NY 11580<br>United States","Valley Stream, NY 11580","3","Grade A Petroleum","","Our Truck","","","","1006839","4873","","49992.64"
"[ccrz__E_Order__c]","a0n5d00000UizhVAAR","O-0000006840","0013h000012WjRQ","a0P5d000015jqRyEAI","Neuco Distributors LLC<br>P. O. Box 500<br>Bostwick, FL 32007<br>United States","Bostwick, FL 32007","0","Neuco Distributors LLC","","FOB Orgin (Customer Truck)","","","","1006840","0","","15037.38"
"[ccrz__E_Order__c]","a0n5d00000UiziYAAR","O-0000006841","0013h00000ztEB4","a0P5d000015jqSDEAY","Elite Lubricants LLC<br>8734 Concord Road<br>Seaford, DE 19973<br>United States","Seaford, DE 19973","0","Elite Lubricants LLC","","FOB Orgin (Customer Truck)","","","","1006841","3758.7","","6238.74"
"[ccrz__E_Order__c]","a0n5d00000UizkpAAB","O-0000006842","0013h000012Wkwg","a0P5d000015jqTuEAI","Petroleum Service Company<br>P. O. Box 454<br>Wilkes-Barre, PA 18703<br>United States","Wilkes-Barre, PA 18703","0","Petroleum Service Company","","FOB Orgin (Customer Truck)","","","","1006842","0","","5206.2"
"[ccrz__E_Order__c]","a0n5d00000Uj02jAAB","O-0000006843","0013h00000zvDKN","a0P5d000015jqbKEAQ","Troil Enterprises, LLC<br>2485 East State Street Ext.<br>Trenton, NJ 08619<br>United States","Trenton, NJ 08619","4","Troil Enterprises, LLC","","FOB Orgin (Customer Truck)","","","","1006843","3974.44","","36438.26"
"[ccrz__E_Order__c]","a0n5d00000Uj04FAAR","O-0000006844","0013h00000zugVU","a0P5d000015jqcDEAQ","PPC Lubricants<br>305 Micro Drive<br>Jonestown, PA 17038<br>United States","Jonestown, PA 17038","3","PPC Lubricants","","FOB Orgin Collect","","","","1006844","0","","45866.44"
"[ccrz__E_Order__c]","a0n5d00000Uj05xAAB","O-0000006845","0013h00000zvCoA","a0P5d000015jqdQEAQ","Transaxle, LLC<br>2501 Route 73 South P. O. Box 2306<br>Cinnaminson, NJ 08077<br>United States","Cinnaminson, NJ 08077","0","Transaxle, LLC","","","","","","1006845","0","","814.92"
"[ccrz__E_Order__c]","a0n5d00000Uj062AAB","O-0000006846","0013h00000zugGd","a0P5d000015jqdVEAQ","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","FOB Orgin (Customer Truck)","","","","1006846","34280.15","","46638.45"
"[ccrz__E_Order__c]","a0n5d00000Uj06nAAB","O-0000006847","0013h00000zugGd","a0P5d000015jqdzEAA","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","FOB Orgin Collect","","","","1006847","31459.07","","46563.3"
"[ccrz__E_Order__c]","a0n5d00000Uj07WAAR","O-0000006848","0013h00000zugGd","a0P5d000015jqeTEAQ","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","FOB Orgin Collect","","","","1006848","30509.55","","46471.68"
"[ccrz__E_Order__c]","a0n5d00000Uj08FAAR","O-0000006849","0013h00000zugGd","a0P5d000015jqenEAA","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","FOB Orgin Collect","","","","1006849","17217.24","","47419.72"
"[ccrz__E_Order__c]","a0n5d00000Uj08TAAR","O-0000006850","0013h00000zvCoA","a0P5d000015jqesEAA","Transaxle, LLC<br>2501 Route 73 South P. O. Box 2306<br>Cinnaminson, NJ 08077<br>United States","Cinnaminson, NJ 08077","0","Transaxle, LLC","","","","","","1006850","0","","891.46"
"[ccrz__E_Order__c]","a0n5d00000Uj0EXAAZ","O-0000006851","0013h00000vLrmG","a0P5d000015jqhSEAQ","Pike Industries, Inc<br>PO Box 790<br>Thornville, OH 43076<br>United States","Thornville, OH 43076","0","Pike Industries, Inc","","Our Truck","","","","1006851","495","","456.66"
"[ccrz__E_Order__c]","a0n5d00000Uj0IaAAJ","O-0000006852","0013h00000JQpxl","a0P5d000015jqjxEAA","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Our Truck","","","","1006852","249.04","","911.3"
"[ccrz__E_Order__c]","a0n5d00000Uj0JBAAZ","O-0000006853","0013h00000JQpjg","a0P5d000015jqkCEAQ","Taylor Oil<br>77 2nd Street<br>Somerville, NJ 08876<br>United States","Somerville, NJ 08876","0","Taylor Oil","","Our Truck","","","","1006853","177.66","","136.32"
"[ccrz__E_Order__c]","a0n5d00000Uj0KIAAZ","O-0000006854","0013h00000zugGd","a0P5d000015jqlKEAQ","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","FOB Orgin Collect","","","","1006854","19160.36","","47819.63"
"[ccrz__E_Order__c]","a0n5d00000Uj0LXAAZ","O-0000006855","0013h00000ztEB4","a0P5d000015jqm3EAA","Elite Lubricants LLC<br>8734 Concord Road<br>Seaford, DE 19973<br>United States","Seaford, DE 19973","0","Elite Lubricants LLC","","FOB Orgin Collect","","","","1006855","3850","","7141.04"
"[ccrz__E_Order__c]","a0n5d00000Uj0MPAAZ","O-0000006856","0013h00000zugVU","a0P5d000015jqmrEAA","PPC Lubricants<br>305 Micro Drive<br>Jonestown, PA 17038<br>United States","Jonestown, PA 17038","0","PPC Lubricants","","FOB Orgin (Customer Truck)","","","","1006856","0","","3466.71"
"[ccrz__E_Order__c]","a0n5d00000Uj0PeAAJ","O-0000006857","0013h000012X0xV","a0P5d000015jqp7EAA","The Oil Depot<br>263 Merritt Avenue<br>Wyandanch, NY 11798<br>US","Wyandanch, NY 11798","0","The Oil Depot","","FOB Orgin (Customer Truck)","","","","1006857","0","","39807.36"
"[ccrz__E_Order__c]","a0n5d00000Uj0PzAAJ","O-0000006858","0013h00000zugGd","a0P5d000015jqplEAA","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","4","Petrochoice","","FOB Orgin Collect","","","","1006858","23051.63","","47131.32"
"[ccrz__E_Order__c]","a0n5d00000Uj0QRAAZ","O-0000006859","0013h000013Onaz","a0P5d000015jqqKEAQ","Idemitsu Lubricants America Corp<br>701 Port Road<br>Jeffersonville, IN 47130<br>United States","Jeffersonville, IN 47130","1","Idemitsu Lubricants America Corp","","FOB Orgin Collect","","","","1006859","0","","45805.5"
"[ccrz__E_Order__c]","a0n5d00000Uj0R1AAJ","O-0000006860","0013h00000ztCtL","a0P5d000015jqqUEAQ","Reladyne Northeast Inc.<br>35 Drexel Drive<br>Bay Shore, NY 11706<br>United States","Bay Shore, NY 11706","4","Reladyne Northeast Inc.","","FOB Orgin Collect","","","","1006860","22399.59","","43123.47"
"[ccrz__E_Order__c]","a0n5d00000Uj0WpAAJ","O-0000006862","0013h00000zvDmY","a0P5d000015jqtdEAA","R H Crown Company<br>100 North Market Street<br>Johnstown, NY 12095<br>United States","Johnstown, NY 12095","4","R H Crown Company","","FOB Orgin Collect","","","","1006862","7701.8","","47036.75"
"[ccrz__E_Order__c]","a0n5d00000Uj0dhAAB","O-0000006863","0013h00000zugVU","a0P5d000015jqvZEAQ","PPC Lubricants<br>305 Micro Drive<br>Jonestown, PA 17038<br>United States","Jonestown, PA 17038","0","PPC Lubricants","","FOB Orgin Collect","","","","1006863","1347.5","","2600.43"
"[ccrz__E_Order__c]","a0n5d00000Uj0eFAAR","O-0000006864","0013h00000zvDNl","a0P5d000015jqvjEAA","Vesco Oil Corporation<br>P. O. Box 525<br>Southfield, MI 48037<br>United States","Southfield, MI 48037","0","Vesco Oil Corporation","","FOB Destination Pre-Pay & Add","","","","1006864","2184.6","","1777.12"
"[ccrz__E_Order__c]","a0n5d00000Uj0jcAAB","O-0000006865","0013h00000ztC0L","a0P5d000015jqxQEAQ","Brewer Hendley Oil Co.<br>207 N Forest Hills School Road<br>Marshville, NC 28103<br>United States","Marshville, NC 28103","3","Brewer Hendley Oil Co.","","Our Truck","","","","1006865","16149.44","","47069.76"
"[ccrz__E_Order__c]","a0n5d00000Uj0k9AAB","O-0000006866","0013h000012Wvvv","a0P5d000015jqxkEAA","The United Oil Company, Inc<br>4405 E Baltimore Street<br>Baltimore, MD 21224<br>United States","Baltimore, MD 21224","0","The United Oil Company, Inc","","FOB Destination Pre-Pay & Add","","","","1006866","0","","5778.72"
"[ccrz__E_Order__c]","a0n5d00000Uj0kZAAR","O-0000006867","0013h000013n0hq","a0P5d000015jqyEEAQ","Lukoil Marine Lubricants USA Inc<br>250 South President Street Suite 3200<br>Baltimore, MD 21202<br>United States","Baltimore, MD 21202","1","Lukoil Marine Lubricants USA Inc","","Our Truck","","","","1006867","0","","21133.55"
"[ccrz__E_Order__c]","a0n5d00000Uj0lFAAR","O-0000006868","0013h000013n0hq","a0P5d000015jqyxEAA","Lukoil Marine Lubricants USA Inc<br>250 South President Street Suite 3200<br>Baltimore, MD 21202<br>United States","Baltimore, MD 21202","3","Lukoil Marine Lubricants USA Inc","","FOB Orgin (Customer Truck)","","","","1006868","0","","18640.12"
"[ccrz__E_Order__c]","a0n5d00000Uj0lvAAB","O-0000006869","0013h000013n0hq","a0P5d000015jqzgEAA","Lukoil Marine Lubricants USA Inc<br>250 South President Street Suite 3200<br>Baltimore, MD 21202<br>United States","Baltimore, MD 21202","2","Lukoil Marine Lubricants USA Inc","","Our Truck","","","","1006869","0","","26426.01"
"[ccrz__E_Order__c]","a0n5d00000Uj0mVAAR","O-0000006870","0013h000013n0hq","a0P5d000015jr0PEAQ","Lukoil Marine Lubricants USA Inc<br>250 South President Street Suite 3200<br>Baltimore, MD 21202<br>United States","Baltimore, MD 21202","1","Lukoil Marine Lubricants USA Inc","","FOB Orgin (Customer Truck)","","","","1006870","0","","21021.69"
"[ccrz__E_Order__c]","a0n5d00000Uj0nDAAR","O-0000006871","0013h000013OoCs","a0P5d000015jr1IEAQ","Sealube Marine Inc<br>25511 Budde Road Suite 2003<br>The Woodlands, TX 77380<br>United States","The Woodlands, TX 77380","3","Sealube Marine Inc","","Our Truck","","","","1006871","0","","24223.26"
"[ccrz__E_Order__c]","a0n5d00000Uj4K0AAJ","O-0000006872","0013h000012Wvvv","a0P5d000015jrYREAY","The United Oil Company, Inc<br>4405 E Baltimore Street<br>Baltimore, MD 21224<br>United States","Baltimore, MD 21224","3","The United Oil Company, Inc","","FOB Orgin Collect","","","","1006872","19076.82","","47904.58"
"[ccrz__E_Order__c]","a0n5d00000Uj4PxAAJ","O-0000006873","0013h00000JQpl3","a0P5d000015jrbLEAQ","AutoPro Spring Valley<br>303 Roosevelt Ave<br>Spring Valley, NY 10977<br>United States","Spring Valley, NY 10977","0","AutoPro Spring Valley","","Our Truck","","","","1006873","545.6","","432.79"
"[ccrz__E_Order__c]","a0n5d00000Uj4QQAAZ","O-0000006874","0013h00000JQpl3","a0P5d000015jrbaEAA","AutoPro Spring Valley<br>303 Roosevelt Ave<br>Spring Valley, NY 10977<br>United States","Spring Valley, NY 10977","0","AutoPro Spring Valley","","Our Truck","","","","1006874","267.85","","444.28"
"[ccrz__E_Order__c]","a0n5d00000Uj4QlAAJ","O-0000006875","0013h00000zuBYG","a0P5d000015jrbfEAA","Fisher Auto Parts Inc<br>512 Greenville Ave<br>Staunton, VA 24401<br>United States","Staunton, VA 24401","1","Fisher Auto Parts Inc","","Our Truck","","","","1006875","881.47","","1312.25"
"[ccrz__E_Order__c]","a0n5d00000Uj4SfAAJ","O-0000006876","0013h00000zssaO","a0P5d000015jrc4EAA","Brenntag Lubricants Northeast<br>1064 Goffs Falls Road<br>Manchester, NH 03013<br>United States","Manchester, NH 03013","2","Brenntag Lubricants Northeast","","FOB Orgin Collect","","","","1006876","27995","","46035"
"[ccrz__E_Order__c]","a0n5d00000Uj4TeAAJ","O-0000006877","0013h000013P5MP","a0P5d000015jrcsEAA","Citgo Lubricants<br>1293 Eldridge Parkway<br>Houston, TX 77077<br>United States","Houston, TX 77077","4","Citgo Lubricants","","FOB Orgin (Customer Truck)","","","","1006877","19544.27","","50913.17"
"[ccrz__E_Order__c]","a0n5d00000Uj4UWAAZ","O-0000006878","0013h000013Onaz","a0P5d000015jrdHEAQ","Idemitsu Lubricants America Corp<br>701 Port Road<br>Jeffersonville, IN 47130<br>United States","Jeffersonville, IN 47130","1","Idemitsu Lubricants America Corp","","FOB Orgin Collect","","","","1006878","0","","45854.64"
"[ccrz__E_Order__c]","a0n5d00000Uj4W6AAJ","O-0000006879","0013h00000zugGd","a0P5d000015jrePEAQ","Petrochoice<br>640 Freedom Business Center Drive Suite 400<br>Fort Washington, PA 19034<br>United States","Fort Washington, PA 19034","3","Petrochoice","","FOB Orgin Collect","","","","1006879","15343.04","","47725.09"
"[ccrz__E_Order__c]","a0n5d00000Uj4nOAAR","O-0000006880","0013h00000JQpx8","a0P5d000015jrjKEAQ","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Our Truck","","","","1006880","1171.65","","1739.02"
"[ccrz__E_Order__c]","a0n5d00000Uj4zQAAR","O-0000006881","0013h00000JQpyL","a0P5d000015jrp3EAA","Parts Authority LLC<br>3 Dakota Drive<br>New Hyde Park, NY 11042<br>United States","New Hyde Park, NY 11042","0","Parts Authority LLC","","Our Truck","","","","1006881","654.8","","919.04"
"[ccrz__E_Order__c]","a0n5d00000Uj57mAAB","O-0000006882","0013h00000zufhy","a0P5d000015jrrfEAA","Interstate Fluids, Inc<br>3000 East Ontario Street<br>Philadelphia, PA 19134<br>United States","Philadelphia, PA 19134","2","Interstate Fluids, Inc","","FOB Orgin Collect","","","","1006882","2829.06","","7351.5"
